Category,Subcategory,Type,Item_Name,Item_Variant,Sales_Type,Source,Sales_Count,Revenue
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Sambal Matah,Extra Sambal Matah,Ala Carte,POS,17,4500
Sales,ROKOK SIN,KRETEK,Krakatau,Krakatau Kretek Premium,Ala Carte,POS,2,65500
Sales,BEVERAGES,NON COFFEE BASED,Chamomile Tea,Chamomile Tea,Ala Carte,EZO QS,1,28500
Sales,BEVERAGES,COFFEE BASED,Kopi Mannakopi,Kopi Mannakopi,Ala Carte,POS,1,19500
Sales,LITE MEAL,LITE MEAL,3 Sosis Solo,3 Sosis Solo,Ala Carte,EZO QS,13,21000
Sales,BEVERAGES,NON COFFEE BASED,Double Chocolate,Double Chocolate,Ala Carte,POS,158,23500
Sales,BEVERAGES,COFFEE BASED,Iced Americano,Iced Americano,Ala Carte,POS,301,24500
Sales,FOOD,STEAK,Chicken Steak,Chicken Steak,Ala Carte,POS,95,60500
Sales,BEVERAGES,COFFEE BASED,Iced Coffee Latte,Iced Coffee Latte,Ala Carte,POS,179,25000
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,POS,10,93000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra box kecil,Extra box kecil,Ala Carte,POS,4,2000
Sales,BEVERAGES,NON COFFEE BASED,Iced Tea Original,Iced Tea Original,Ala Carte,EZO QS,97,11500
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,GRAB,2,40500
Sales,BEVERAGES,COFFEE BASED,Iced Brown Sugar Latte,Iced Brown Sugar Latte,Ala Carte,POS,876,24000
Sales,SARAPAN PAGI,Special Breakfast,Nasi Tempong Banyuwangi,Nasi Tempong,Ala Carte,EZO QS,1,29000
Sales,"BREAD, CAKE & PASTRY",BREAD,Choco Banana,Choco Banana,Ala Carte,POS,822,10500
Sales,LITE MEAL,LITE MEAL,Mixed Platter,Mixed Platter,Ala Carte,POS,286,49000
Sales,BEVERAGES,NON COFFEE BASED,Double Chocolate,Double Chocolate,Ala Carte,POS,160,24500
Sales,BEVERAGES,COFFEE BASED,Iced Blackjack,Iced Blackjack,Ala Carte,POS,51,27500
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,GRAB,1,27000
Sales,FOOD,INTERNATIONAL,Hainan Chicken Rice,Hainan Chicken Rice,Ala Carte,EZO QS,67,45500
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,POS,1,35500
Sales,LITE MEAL,LITE MEAL,Dimsum Pack,Dimsum Pack,Ala Carte,EZO QS,5,29500
Sales,"BREAD, CAKE & PASTRY",BREAD,Red Beans Bread,Red Beans Bread,Ala Carte,POS,1,9500
Sales,BEVERAGES,NON COFFEE BASED,Artisan Tea - Flavor & Aroma Theraphy,Artsn Tea-Flavor & Arma Thrphy,Ala Carte,EZO QS,34,27000
Sales,FOOD,INTERNATIONAL,Hainan Chicken Rice,Hainan Chicken Rice,Ala Carte,EZO QS,57,48000
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,GRAB,7,47500
Sales,BEVERAGES,COFFEE BASED,Red Ginger Americano,Red Ginger Americano,Ala Carte,POS,76,22500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Sambal Matah,Extra Sambal Matah,Ala Carte,EZO QS,4,5500
Sales,BEVERAGES,COFFEE BASED,Iced Cappuccino,Iced Cappuccino,Ala Carte,POS,127,28500
Sales,BEVERAGES,NON COFFEE BASED,Red Ginger Tea,Red Ginger Tea,Ala Carte,POS,290,19500
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,POS,10,68500
Sales,BEVERAGES,COFFEE BASED,Iced Avocado Latte,Iced Avocado Latte,Ala Carte,EZO DELIVERY,1,29000
Sales,FOOD,STEAK,Sirloin Local Beef,Sirloin Local Beef,Ala Carte,EZO DELIVERY,1,87000
Sales,FOOD,NUSANTARA,Soto Ayam,Soto Ayam,Ala Carte,EZO QS,88,32500
Sales,BEVERAGES,COFFEE BASED,Macchiato,Macchiato,Ala Carte,POS,5,20500
Sales,LITE MEAL,LITE MEAL,Chicken Popcorn,Chicken Popcorn,Ala Carte,POS,128,40000
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,POS,43,75500
Sales,FOOD,STEAK,Sirloin Local Beef,Sirloin Local Beef,Ala Carte,EZO QS,14,87500
Sales,BEVERAGES,NON COFFEE BASED,Iced Matcha Latte Cream,Iced Matcha Latte Cream,Ala Carte,EZO DELIVERY,1,28000
Sales,SNACK,CAMILAN KERING,Twister,Twister,Ala Carte,POS,7,27500
Sales,FOOD,NUSANTARA,Empal Suwir Krawu,Empal Suwir Krawu,Ala Carte,POS,76,52500
Sales,FOOD,INTERNATIONAL,Pasta Mushroom Stroganoff,Pasta Stroganoff,Ala Carte,POS,23,65000
Sales,FOOD,INTERNATIONAL,Pasta Mushroom Stroganoff,Pasta Stroganoff,Ala Carte,EZO QS,4,78000
Sales,SARAPAN PAGI,Special Breakfast,Mushroom Cream Soup,Mushroom Soup,Ala Carte,EZO QS,3,24500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Box (L),Extra Box (L),Ala Carte,POS,10,5500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra Parmesan Cheese,Extra Parmesan Cheese,Ala Carte,POS,1,10000
Sales,FOOD,INTERNATIONAL,Bolognese,Bolognese,Ala Carte,EZO DELIVERY,3,41500
Sales,BEVERAGES,COFFEE BASED,Coffee Latte,Coffee Latte,Ala Carte,POS,159,21000
Sales,FOOD,NUSANTARA,Empal Suwir Krawu,Empal Suwir Krawu,Ala Carte,EZO QS,12,50000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tartar sauce,Tartar sauce,Ala Carte,EZO DELIVERY,1,9000
Sales,COOKIES,TOPLES,Choco Chips,Choco Chips,Ala Carte,POS,2,80000
Sales,SNACK,ANEKA KUE,Pastel,Pastel,Ala Carte,POS,14,8000
Sales,BEVERAGES,NON COFFEE BASED,Artisan Tea - Flavor & Aroma Theraphy,Artsn Tea-Flavor & Arma Thrphy,Ala Carte,POS,210,25500
Sales,BEVERAGES,COFFEE BASED,Vietnam Drip,Vietnam Drip,Ala Carte,POS,94,27500
Sales,SNACK,ANEKA KUE,Sosis Solo,Sosis Solo,Ala Carte,POS,72,7000
Sales,SNACK,CAMILAN KERING,Keripik Kentang Keriting,Keripik Kentang Keriting,Ala Carte,POS,13,28500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Barbeque sauce,Barbeque sauce,Ala Carte,POS,9,14500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tempe,Tempe,Ala Carte,EZO QS,1,5000
Sales,FOOD,NUSANTARA,Dori Sambal Matah,Dori Sambal Matah,Ala Carte,EZO DELIVERY,2,38000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Mushroom sauce,Mushroom sauce,Ala Carte,POS,15,16500
Sales,"BREAD, CAKE & PASTRY",BREAD,Cheese Banana,Cheese Banana,Ala Carte,POS,88,9500
Sales,LITE MEAL,LITE MEAL,3 Sosis Solo,3 Sosis Solo,Ala Carte,EZO QS,17,25500
Sales,BEVERAGES,NON COFFEE BASED,Iced Pandan Tea,Iced Pandan Tea,Ala Carte,EZO QS,74,12000
Sales,LITE MEAL,LITE MEAL,Cheesy Splash Burger,Cheesy Burger,Ala Carte,EZO QS,11,58500
Sales,ROKOK SIN,ECERAN/BATANG,KRAKATAU 1 Batang,KRAKATAU 1 Batang,Ala Carte,EZO QS,2,6000
Sales,SARAPAN PAGI,Special Breakfast,Pisang Goreng,Pisang Goreng,Ala Carte,POS,101,17000
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,EZO DELIVERY,1,68500
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,EZO QS,109,40500
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,EZO DELIVERY,7,43500
Sales,BEVERAGES,NON COFFEE BASED,Chamomile Tea,Chamomile Tea,Ala Carte,POS,8,23000
Sales,BEVERAGES,COFFEE BASED,Kopi Turkish Latte,Kopi Turkish Latte,Ala Carte,EZO QS,17,23500
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,EZO QS,21,68500
Sales,FOOD,INTERNATIONAL,Bolognese,Bolognese,Ala Carte,POS,40,40500
Sales,LITE MEAL,LITE MEAL,Tahu Cabe Garam,Tahu Cabe Garam,Ala Carte,GRAB,7,25500
Sales,COOKIES,SOFT COOKIES,Double choco cookies,Double choco cookies,Ala Carte,POS,311,9000
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,EZO QS,21,75000
Sales,BEVERAGES,COFFEE BASED,Caramel Latte,Caramel Latte,Ala Carte,POS,31,26500
Sales,FOOD,INTERNATIONAL,Aglio Olio,Aglio Olio,Ala Carte,GRAB,2,42000
Sales,BEVERAGES,COFFEE BASED,Kopi Turkish Latte,Kopi Turkish Latte,Ala Carte,EZO QS,16,25500
Sales,ROKOK SIN,KRETEK,Nogososro,Nogososro Kretek Premium,Ala Carte,POS,1,25000
Sales,FOOD,NUSANTARA,Ayam Taliwang,Ayam Taliwang,Ala Carte,EZO DELIVERY,1,49000
Sales,BEVERAGES,COFFEE BASED,Soda Blackjack,Soda Blackjack,Ala Carte,POS,56,32000
Sales,FOOD,INTERNATIONAL,Bolognese,Bolognese,Ala Carte,EZO DELIVERY,2,38500
Sales,BEVERAGES,COFFEE BASED,Kopi Djammu,Kopi Djammu,Ala Carte,POS,2,20000
Sales,BEVERAGES,COFFEE BASED,Espresso Double,Espresso Double,Ala Carte,POS,4,16500
Sales,FOOD,INTERNATIONAL,Fish and chips,Fish and chips,Ala Carte,GRAB,5,55000
Sales,SARAPAN PAGI,Special Breakfast,Pisang Goreng,Pisang Goreng,Ala Carte,POS,105,21500
Sales,FOOD,NUSANTARA,Soto Ayam,Soto Ayam,Ala Carte,POS,367,32000
Sales,BEVERAGES,COFFEE BASED,Macchiato,Macchiato,Ala Carte,POS,5,20000
Sales,BEVERAGES,NON COFFEE BASED,Amali Drink (Hot),Amali Drink (Hot),Ala Carte,EZO QS,28,16000
Sales,LITE MEAL,LITE MEAL,3 Sosis Solo,3 Sosis Solo,Ala Carte,GRAB,1,24000
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,POS,9,79000
Sales,FOOD,NUSANTARA,Nasi Goreng Ayam Spesial,Nasi Goreng Ayam Spesial,Ala Carte,EZO QS,123,35500
Sales,FOOD,NUSANTARA,Ayam Gr. Tutug Oncom,Ayam Gr. Tutug Oncom,Ala Carte,POS,92,43500
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,POS,33,75500
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,POS,37,58500
Sales,BEVERAGES,COFFEE BASED,Iced Brown Sugar Latte,Iced Brown Sugar Latte,Ala Carte,POS,726,26000
Sales,FOOD,INTERNATIONAL,Bolognese,Bolognese,Ala Carte,EZO QS,21,37000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tempe,Tempe,Ala Carte,POS,5,4000
Sales,FOOD,INTERNATIONAL,Dori Butter Lemon,Dori Butter Lemon,Ala Carte,POS,160,38500
Sales,BEVERAGES,NON COFFEE BASED,Organic Green Juice,O Green Juice,Ala Carte,POS,640,24500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Whipping Cream,Whipping Cream,Ala Carte,EZO QS,1,8000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,POS,1,28000
Sales,BEVERAGES,COFFEE BASED,Iced Vanilla Latte,Iced Vanilla Latte,Ala Carte,EZO QS,39,27000
Sales,LITE MEAL,LITE MEAL,Mozza Bitterballen,Mozza Bitterballen,Ala Carte,EZO QS,126,51500
Sales,BEVERAGES,COFFEE BASED,Iced Pandan Latte,Iced Pandan Latte,Ala Carte,EZO QS,23,23500
Sales,BEVERAGES,NON COFFEE BASED,Iced Mojito Berry,Iced Mojito Berry,Ala Carte,EZO QS,39,23500
Sales,FOOD,INTERNATIONAL,Aglio Olio,Aglio Olio,Ala Carte,EZO QS,38,37500
Sales,BEVERAGES,COFFEE BASED,Iced Sunkist Coffee,Iced Sunkist Coffee,Ala Carte,EZO QS,11,26000
Sales,"BREAD, CAKE & PASTRY",CAKE,Bolu Jadul,Bolu Jadul,Ala Carte,POS,68,7000
Sales,BEVERAGES,NON COFFEE BASED,Iced Tea Original,Iced Tea Original,Ala Carte,POS,302,12000
Sales,SNACK,CAMILAN KERING,Singkong Balado,Singkong Balado,Ala Carte,POS,13,27000
Sales,SNACK,ANEKA KUE,Risoles Mayo,Risoles Mayo,Ala Carte,POS,22,6500
Sales,SNACK,CAMILAN KERING,Toples Brondong Jagung,Toples Brondong Jagung,Ala Carte,POS,10,26000
Sales,FOOD,NUSANTARA,Ayam Taliwang,Ayam Taliwang,Ala Carte,EZO DELIVERY,1,52000
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,GRAB,6,42500
Sales,FOOD,NUSANTARA,Ayam Goreng Lalaban,Ayam Goreng Lalaban,Ala Carte,EZO QS,30,38500
Sales,COOKIES,TOPLES,Lidah Kucing,Lidah Kucing,Ala Carte,POS,1,85000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Kerupuk udang,Kerupuk udang,Ala Carte,POS,54,5000
Sales,BEVERAGES,COFFEE BASED,Himalayan Salt Coffee Series,Himalayan Salt Coffee Series,Ala Carte,GRAB,3,1000
Sales,FOOD,NUSANTARA,Nasi Bakar Cumi,Nasi Bakar Cumi,Ala Carte,EZO QS,70,37000
Sales,LITE MEAL,LITE MEAL,Kentang Gr. Saus Keju,Kentang Gr. Saus Keju,Ala Carte,POS,231,35500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Kerupuk udang,Kerupuk udang,Ala Carte,EZO QS,8,5500
Sales,FOOD,NUSANTARA,Empal Suwir Krawu,Empal Suwir Krawu,Ala Carte,EZO DELIVERY,1,49500
Sales,"BREAD, CAKE & PASTRY",BREAD,Palm Sugar Dough,Palm Sugar Dough,Ala Carte,POS,31,9500
Sales,BEVERAGES,NON COFFEE BASED,Susu Almond Herbal,Susu Almond Herbal,Ala Carte,EZO QS,2,23000
Sales,LITE MEAL,LITE MEAL,Chicken Popcorn,Chicken Popcorn,Ala Carte,EZO QS,18,41500
Sales,SNACK,CAMILAN KERING,Toples Keripik Pisang,Toples Keripik Pisang,Ala Carte,POS,10,22500
Sales,ROKOK SIN,ECERAN/BATANG,PROVOST 1 batang,PROVOST 1 batang,Ala Carte,POS,41,3000
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,POS,2,74500
Sales,SNACK,CAMILAN KERING,Toples Sumpia Udang,Toples Sumpia Udang,Ala Carte,POS,67,24000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Es Batu,Es Batu,Ala Carte,POS,267,2000
Sales,BEVERAGES,COFFEE BASED,Iced Pandan Latte,Iced Pandan Latte,Ala Carte,POS,60,23000
Sales,BEVERAGES,NON COFFEE BASED,Iced Lychee Tea,Iced Lychee Tea,Ala Carte,EZO QS,169,26500
Sales,BEVERAGES,NON COFFEE BASED,Iced Tea Original,Iced Tea Original,Ala Carte,POS,376,14500
Sales,FOOD,INTERNATIONAL,Fish and chips,Fish and chips,Ala Carte,GRAB,5,51000
Sales,"BREAD, CAKE & PASTRY",BREAD,Red Beans Bread,Red Beans Bread,Ala Carte,POS,1,8500
Sales,BEVERAGES,NON COFFEE BASED,Iced Matcha Latte Cream,Iced Matcha Latte Cream,Ala Carte,GRAB,8,30500
Sales,LITE MEAL,LITE MEAL,Dimsum Pack,Dimsum Pack,Ala Carte,POS,1,29500
Sales,FOOD,INTERNATIONAL,Dori Aglio Olio,Dori Aglio Olio,Ala Carte,EZO QS,61,55000
Sales,SNACK,CAMILAN KERING,Keripik kentang udang,Keripik kentang udang,Ala Carte,POS,19,32500
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,POS,10,83000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,EZO QS,2,23000
Sales,"BREAD, CAKE & PASTRY",BREAD,Sweet Cheese,Sweet Cheese,Ala Carte,POS,58,9000
Sales,FOOD,NUSANTARA,Ayam Pandan Sambal Mede,Ayam Pandan Sambal Mede,Ala Carte,POS,109,45500
Sales,FOOD,INTERNATIONAL,Chicken Cordon Bleu,Chicken Cordon Bleu,Ala Carte,EZO DELIVERY,1,66500
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,EZO DELIVERY,1,36000
Sales,FOOD,NUSANTARA,Ayam Goreng Serundeng,Ayam Goreng Serundeng,Ala Carte,EZO QS,30,42500
Sales,FOOD,STEAK,Garlic Rosemary Chicken Steak,Garlic Rosemary Chicken Steak,Ala Carte,EZO DELIVERY,1,84500
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,EZO QS,24,81000
Sales,BEVERAGES,COFFEE BASED,Cappuccino,Cappuccino,Ala Carte,EZO QS,14,22500
Sales,COOKIES,TOPLES,Choco Stick,Choco Stick,Ala Carte,POS,5,97000
Sales,BEVERAGES,COFFEE BASED,Iced Coffee Latte,Iced Coffee Latte,Ala Carte,EZO QS,79,30500
Sales,FOOD,NUSANTARA,Nasi Bakar Ayam,Nasi Bakar Ayam,Ala Carte,EZO QS,24,27500
Sales,BEVERAGES,NON COFFEE BASED,Iced Mojito Mint,Iced Mojito Mint,Ala Carte,POS,119,24000
Sales,BEVERAGES,NON COFFEE BASED,Red Ginger Tea,Red Ginger Tea,Ala Carte,EZO QS,21,20000
Sales,BEVERAGES,COFFEE BASED,Cappuccino,Cappuccino,Ala Carte,POS,133,25000
Sales,LITE MEAL,LITE MEAL,Mixed Platter,Mixed Platter,Ala Carte,GRAB,1,50000
Sales,COOKIES,SOFT COOKIES,Cashew Velvet Cookies,Cashew Velvet Cookies,Ala Carte,POS,133,13500
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,GRAB,1,29000
Sales,BEVERAGES,COFFEE BASED,Salt Aren Latte,Iced Aren Latte,Package,EZO QS,1,35500
Sales,SNACK,CAMILAN KERING,Toples Keripik Pisang,Toples Keripik Pisang,Ala Carte,POS,13,24000
Sales,BEVERAGES,COFFEE BASED,Iced Salt Americano,Iced Salt Americano,Package,EZO QS,1,30500
Sales,BEVERAGES,NON COFFEE BASED,Bubble Gum Milk Cream,Bubble Gum Milk Cream,Ala Carte,EZO QS,63,30000
Sales,LITE MEAL,LITE MEAL,Cheese Mapple Banana,Cheese Mapple Banana,Ala Carte,POS,59,33000
Sales,BEVERAGES,COFFEE BASED,Red Ginger Americano,Red Ginger Americano,Ala Carte,EZO QS,12,22000
Sales,BEVERAGES,NON COFFEE BASED,Iced Lychee Tea,Iced Lychee Tea,Ala Carte,POS,481,21000
Sales,"BREAD, CAKE & PASTRY",BREAD,Palm Sugar Dough,Palm Sugar Dough,Ala Carte,POS,39,8000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Emping,Emping,Ala Carte,EZO QS,5,8500
Sales,BEVERAGES,NON COFFEE BASED,Organic Green Juice,O Green Juice,Ala Carte,EZO QS,69,30500
Sales,FOOD,INTERNATIONAL,Dori Butter Lemon,Dori Butter Lemon,Ala Carte,GRAB,1,47500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Extra box kecil,Extra box kecil,Ala Carte,POS,5,2000
Sales,BEVERAGES,COFFEE BASED,Cappuccino,Cappuccino,Ala Carte,EZO QS,15,24000
Sales,BEVERAGES,COFFEE BASED,Iced Americano,Iced Americano,Ala Carte,POS,273,25500
Sales,"BREAD, CAKE & PASTRY",BREAD,Coffee Bun,Coffee Bun,Ala Carte,POS,92,10000
Sales,FOOD,NUSANTARA,Sop Iga Bakar,Sop Iga Bakar,Ala Carte,EZO QS,23,76500
Sales,BEVERAGES,COFFEE BASED,Vietnam Drip,Vietnam Drip,Ala Carte,POS,92,23000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Biaya Tambahan (SURCHARGE),BIAYA TAMBAHAN,Ala Carte,POS,1,151500
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,POS,1,40000
Sales,BEVERAGES,NON COFFEE BASED,Hot Double Cheese,Hot Double Cheese,Ala Carte,EZO QS,9,26000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Telur Asin,Telur Asin,Ala Carte,POS,2,7500
Sales,"BREAD, CAKE & PASTRY",BREAD,Coffee Bun,Coffee Bun,Ala Carte,POS,81,9000
Sales,SNACK,ANEKA KUE,Sosis Solo,Sosis Solo,Ala Carte,POS,74,8000
Sales,FOOD,STEAK,Sirloin Local Beef,Sirloin Local Beef,Ala Carte,EZO QS,15,69000
Sales,LITE MEAL,LITE MEAL,3 Sosis Solo,3 Sosis Solo,Ala Carte,GRAB,1,29000
Sales,SARAPAN PAGI,Special Breakfast,Mushroom Cream Soup,Mushroom Soup,Ala Carte,EZO QS,2,27000
Sales,FOOD,NUSANTARA,Soto Ayam,Soto Ayam,Ala Carte,POS,390,36000
Sales,FOOD,NUSANTARA,Ayam Goreng Lalaban,Ayam Goreng Lalaban,Ala Carte,POS,95,42000
Sales,SNACK,CAMILAN KERING,Keripik Kentang Keriting,Keripik Kentang Keriting,Ala Carte,POS,10,27000
Sales,FOOD,NUSANTARA,Sop Iga Bakar,Sop Iga Bakar,Ala Carte,POS,28,74000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Mushroom,Bowl Chicken Mushroom,Ala Carte,EZO QS,2,25000
Sales,LITE MEAL,LITE MEAL,3 Risoles Mayo,3 Risoles Mayo,Ala Carte,POS,81,26000
Sales,"BREAD, CAKE & PASTRY",BREAD,Sweet Cheese,Sweet Cheese,Ala Carte,POS,72,7500
Sales,SNACK,CAMILAN KERING,Toples Brondong Jagung,Toples Brondong Jagung,Ala Carte,POS,7,25000
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,EZO QS,152,32500
Sales,SNACK,CAMILAN KERING,Singkong Balado,Singkong Balado,Ala Carte,POS,14,27500
Sales,"BREAD, CAKE & PASTRY",BREAD,Choco Banana,Choco Banana,Ala Carte,POS,148,8500
Sales,BEVERAGES,COFFEE BASED,Kopi Tua,Kopi Tua,Ala Carte,POS,1,20000
Sales,FOOD,INTERNATIONAL,Pasta Mushroom Stroganoff,Pasta Stroganoff,Ala Carte,EZO QS,6,71000
Sales,LITE MEAL,LITE MEAL,Tahu Cabe Garam,Tahu Cabe Garam,Ala Carte,GRAB,5,29000
Sales,FOOD,NUSANTARA,Sop Buntut Bakar,Sop Buntut Bakar,Ala Carte,EZO QS,16,71000
Sales,ROKOK SIN,ECERAN/BATANG,PROVOST 1 batang,PROVOST 1 batang,Ala Carte,POS,42,3000
Sales,BEVERAGES,NON COFFEE BASED,Iced Mojito Mint,Iced Mojito Mint,Ala Carte,EZO QS,32,28000
Sales,BEVERAGES,COFFEE BASED,Salt Caramel Latte,Salt Caramel Latte,Package,EZO QS,1,31000
Sales,LITE MEAL,LITE MEAL,Mozza Bitterballen,Mozza Bitterballen,Ala Carte,EZO QS,88,51500
Sales,LITE MEAL,LITE MEAL,Ala Nachos Grande,Ala Nachos Grande,Ala Carte,EZO QS,7,47500
Sales,FOOD,NUSANTARA,Sop Iga Bakar,Sop Iga Bakar,Ala Carte,POS,36,79000
Sales,FOOD,NUSANTARA,Bakmi Goreng Ayam,Bakmi Goreng Ayam,Ala Carte,GRAB,2,44500
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Tahu,Tahu,Ala Carte,POS,5,4000
Sales,LITE MEAL,LITE MEAL,Omelette W/ Potatoes,Omelette W/ Potatoes,Ala Carte,POS,257,35500
Sales,BEVERAGES,COFFEE BASED,Espresso Single,Espresso Single,Ala Carte,EZO QS,1,12000
Sales,SNACK,CAMILAN KERING,Toples Kerupuk Bangka,Toples Kerupuk Bangka,Ala Carte,POS,20,37500
Sales,BEVERAGES,COFFEE BASED,Americano (Hot),Americano (Hot),Ala Carte,EZO QS,21,20500
Sales,LITE MEAL,LITE MEAL,Korean Chick Skin,Korean Chick Skin,Ala Carte,POS,2,32500
Sales,BEVERAGES,NON COFFEE BASED,Organic Green Juice,O Green Juice,Ala Carte,POS,622,28500
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,GRAB,8,37000
Sales,BEVERAGES,NON COFFEE BASED,Lemongrass Ginger Milk,Lemongrass Ginger Milk,Ala Carte,EZO QS,42,21000
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,GRAB,1,25000
Sales,SARAPAN PAGI,Special Breakfast,Chicken Cream Soup,Chicken Soup,Ala Carte,EZO QS,1,23500
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,EZO DELIVERY,1,35000
Sales,BEVERAGES,NON COFFEE BASED,Iced Mojito Mint,Iced Mojito Mint,Ala Carte,POS,120,25500
Sales,BEVERAGES,COFFEE BASED,Iced Blackjack,Iced Blackjack,Ala Carte,POS,64,26000
Sales,TAMBAHAN/ADDITIONAL,EXTRA,Telur Mata Sapi,Telur Mata Sapi,Ala Carte,EZO QS,19,7000
Sales,SARAPAN PAGI,Special Breakfast,Breakfast Bowl Chicken Katsu,Bowl Chicken Katsu,Ala Carte,POS,29,28000
Sales,FOOD,NUSANTARA,Ayam Buncis Sambal Hejo,Ayam Buncis Sambal Hejo,Ala Carte,EZO QS,1,37000
Sales,BEVERAGES,NON COFFEE BASED,Chamomile Tea,Chamomile Tea,Ala Carte,POS,9,26000
Sales,SARAPAN PAGI,Special Breakfast,Nasi Pecel,Nasi Pecel,Ala Carte,POS,13,29500
Sales,FOOD,STEAK,Sirloin Meltique,Sirloin Meltique,Ala Carte,POS,28,130500
Sales,FOOD,NUSANTARA,Nasi Goreng Jawa,Nasi Goreng Jawa,Ala Carte,EZO DELIVERY,2,32500
Sales,LITE MEAL,LITE MEAL,Tahu Cabe Garam,Tahu Cabe Garam,Ala Carte,GRAB,5,28500
Sales,FOOD,NUSANTARA,Sop Buntut,Sop Buntut,Ala Carte,POS,57,63000
Sales,"BREAD, CAKE & PASTRY",CAKE,Bolu Jadul,Bolu Jadul,Ala Carte,POS,11,11000
Sales,FOOD,INTERNATIONAL,Carbonara,Carbonara,Ala Carte,EZO DELIVERY,7,42500
Sales,BEVERAGES,NON COFFEE BASED,Iced Yakultberry,Iced Yakultberry,Ala Carte,GRAB,1,27000
Sales,FOOD,NUSANTARA,Ayam Goreng Lalaban,Ayam Goreng Lalaban,Ala Carte,POS,75,34500
Sales,BEVERAGES,COFFEE BASED,Kopi Tua,Kopi Tua,Ala Carte,POS,1,21500
Sales,FOOD,NUSANTARA,Sop Iga,Sop Iga,Ala Carte,POS,2,76000
Sales,FOOD,STEAK,Chicken Steak,Chicken Steak,Ala Carte,EZO QS,12,61000
Sales,FOOD,NUSANTARA,Nasi Goreng Ayam Spesial,Nasi Goreng Ayam Spesial,Ala Carte,GRAB,6,38000
